3_1	 1-t+t^2
12n_636	 1-7*t+19*t^2-27*t^3+19*t^4-7*t^5+t^6
12n_637	 2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
12n_638	 2-3*t+2*t^2-t^3+2*t^4-3*t^5+2*t^6
12n_639	 1-4*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-4*t^7+t^8
12n_640	 1-3*t^2+7*t^3-9*t^4+7*t^5-3*t^6+t^8
12n_641	 1-4*t+9*t^2-13*t^3+15*t^4-13*t^5+9*t^6-4*t^7+t^8
12n_642	 1+7*t-15*t^2+7*t^3+t^4
12n_643	 2-8*t+10*t^2-9*t^3+10*t^4-8*t^5+2*t^6
12n_644	 2-2*t+t^3-2*t^5+2*t^6
12n_645	 2-8*t+16*t^2-19*t^3+16*t^4-8*t^5+2*t^6
12n_646	 1-5*t+12*t^2-21*t^3+25*t^4-21*t^5+12*t^6-5*t^7+t^8
12n_647	 1-3*t^2+6*t^3-7*t^4+6*t^5-3*t^6+t^8
12n_648	 1-4*t+3*t^2+t^3-3*t^4+t^5+3*t^6-4*t^7+t^8
12n_649	 1-5*t+11*t^2-14*t^3+15*t^4-14*t^5+11*t^6-5*t^7+t^8
12n_650	 1-4*t+7*t^2-4*t^3+t^4
12n_651	 2-11*t+28*t^2-37*t^3+28*t^4-11*t^5+2*t^6
12n_652	 1-5*t+15*t^2-30*t^3+37*t^4-30*t^5+15*t^6-5*t^7+t^8
12n_653	 1-4*t+5*t^2-6*t^3+7*t^4-6*t^5+5*t^6-4*t^7+t^8
12n_654	 2-8*t+9*t^2-7*t^3+9*t^4-8*t^5+2*t^6
12n_655	 2-2*t-t^2+3*t^3-t^4-2*t^5+2*t^6
12n_656	 2-10*t+23*t^2-29*t^3+23*t^4-10*t^5+2*t^6
12n_657	 1-4*t+9*t^2-16*t^3+21*t^4-16*t^5+9*t^6-4*t^7+t^8
12n_658	 1-5*t+12*t^2-17*t^3+19*t^4-17*t^5+12*t^6-5*t^7+t^8
12n_659	 2-10*t+16*t^2-17*t^3+16*t^4-10*t^5+2*t^6
12n_660	 1+3*t-12*t^2+17*t^3-12*t^4+3*t^5+t^6
12n_661	 2-6*t+5*t^2-3*t^3+5*t^4-6*t^5+2*t^6
12n_662	 2-8*t+13*t^2-13*t^3+13*t^4-8*t^5+2*t^6
12n_663	 1-6*t+15*t^2-23*t^3+25*t^4-23*t^5+15*t^6-6*t^7+t^8
12n_664	 1-7*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-7*t^7+t^8
12n_665	 2-10*t+15*t^2-10*t^3+2*t^4
12n_666	 1-4*t+10*t^2-16*t^3+19*t^4-16*t^5+10*t^6-4*t^7+t^8
12n_667	 2-8*t+17*t^2-21*t^3+17*t^4-8*t^5+2*t^6
12n_668	 1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
12n_669	 2-10*t+23*t^2-29*t^3+23*t^4-10*t^5+2*t^6
12n_670	 1-2*t+3*t^2-4*t^3+5*t^4-4*t^5+3*t^6-2*t^7+t^8
12n_671	 1-6*t+13*t^2-18*t^3+19*t^4-18*t^5+13*t^6-6*t^7+t^8
12n_672	 1-4*t+12*t^2-17*t^3+12*t^4-4*t^5+t^6
12n_673	 1-t+t^4-t^7+t^8
12n_674	 1-5*t+10*t^2-14*t^3+15*t^4-14*t^5+10*t^6-5*t^7+t^8
12n_675	 1-3*t+6*t^2-8*t^3+9*t^4-8*t^5+6*t^6-3*t^7+t^8
12n_676	 2-2*t-4*t^2+9*t^3-4*t^4-2*t^5+2*t^6
12n_677	 2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
12n_678	 2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
12n_679	 1-t-t^2+4*t^3-6*t^4+7*t^5-6*t^6+4*t^7-t^8-t^9+t^10
12n_680	 2-3*t-t^2+8*t^3-11*t^4+8*t^5-t^6-3*t^7+2*t^8
12n_681	 1-2*t+3*t^2-4*t^3+5*t^4-4*t^5+3*t^6-2*t^7+t^8
12n_682	 1-6*t+13*t^2-18*t^3+19*t^4-18*t^5+13*t^6-6*t^7+t^8
12n_683	 1-4*t+11*t^2-18*t^3+21*t^4-18*t^5+11*t^6-4*t^7+t^8
12n_684	 1-4*t+10*t^2-15*t^3+17*t^4-15*t^5+10*t^6-4*t^7+t^8
12n_685	 2-8*t+18*t^2-23*t^3+18*t^4-8*t^5+2*t^6
12n_686	 1-5*t+13*t^2-19*t^3+21*t^4-19*t^5+13*t^6-5*t^7+t^8
12n_687	 2-10*t+25*t^2-33*t^3+25*t^4-10*t^5+2*t^6
12n_688	 1-t-t^2+5*t^3-9*t^4+11*t^5-9*t^6+5*t^7-t^8-t^9+t^10
12n_689	 2-3*t+5*t^3-7*t^4+5*t^5-3*t^7+2*t^8
12n_690	 1+2*t-12*t^2+19*t^3-12*t^4+2*t^5+t^6
12n_691	 2-3*t-2*t^2+12*t^3-17*t^4+12*t^5-2*t^6-3*t^7+2*t^8
12n_692	 2-3*t-2*t^2+12*t^3-17*t^4+12*t^5-2*t^6-3*t^7+2*t^8
12n_693	 1-4*t+2*t^2+7*t^3-13*t^4+7*t^5+2*t^6-4*t^7+t^8
12n_694	 1-4*t^2+9*t^3-11*t^4+9*t^5-4*t^6+t^8
12n_695	 1-4*t+10*t^2-17*t^3+21*t^4-17*t^5+10*t^6-4*t^7+t^8
12n_696	 1-4*t+2*t^2+7*t^3-13*t^4+7*t^5+2*t^6-4*t^7+t^8
12n_697	 1-4*t+6*t^2-t^3-3*t^4-t^5+6*t^6-4*t^7+t^8
12n_698	 2-12*t+25*t^2-31*t^3+25*t^4-12*t^5+2*t^6
12n_699	 2-12*t+19*t^2-12*t^3+2*t^4
12n_700	 2-11*t+21*t^2-25*t^3+21*t^4-11*t^5+2*t^6
12n_701	 3-16*t+25*t^2-16*t^3+3*t^4
12n_702	 2-12*t+28*t^2-37*t^3+28*t^4-12*t^5+2*t^6
12n_703	 1-5*t+11*t^2-13*t^3+13*t^4-13*t^5+11*t^6-5*t^7+t^8
12n_704	 4-15*t+23*t^2-15*t^3+4*t^4
12n_705	 1-9*t+26*t^2-37*t^3+26*t^4-9*t^5+t^6
12n_706	 1-4*t+6*t^2-8*t^3+11*t^4-8*t^5+6*t^6-4*t^7+t^8
12n_707	 1-4*t+11*t^2-17*t^3+19*t^4-17*t^5+11*t^6-4*t^7+t^8
12n_708	 1-3*t+6*t^2-9*t^3+11*t^4-9*t^5+6*t^6-3*t^7+t^8
12n_709	 1-4*t+8*t^2-11*t^3+13*t^4-11*t^5+8*t^6-4*t^7+t^8
12n_710	 2-10*t+22*t^2-27*t^3+22*t^4-10*t^5+2*t^6
12n_711	 1-5*t+13*t^2-23*t^3+29*t^4-23*t^5+13*t^6-5*t^7+t^8
12n_712	 3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
12n_713	 3-11*t+20*t^2-23*t^3+20*t^4-11*t^5+3*t^6
12n_714	 3-14*t+30*t^2-37*t^3+30*t^4-14*t^5+3*t^6
12n_715	 6-22*t+33*t^2-22*t^3+6*t^4
12n_716	 2-9*t+18*t^2-21*t^3+18*t^4-9*t^5+2*t^6
12n_717	 1-4*t+12*t^2-17*t^3+12*t^4-4*t^5+t^6
12n_718	 2-7*t+12*t^2-13*t^3+12*t^4-7*t^5+2*t^6
12n_719	 1-5*t+13*t^2-17*t^3+13*t^4-5*t^5+t^6
12n_720	 2-11*t+23*t^2-29*t^3+23*t^4-11*t^5+2*t^6
12n_721	 1-2*t+3*t^2-4*t^3+5*t^4-4*t^5+3*t^6-2*t^7+t^8
12n_722	 1-4*t+7*t^2-10*t^3+11*t^4-10*t^5+7*t^6-4*t^7+t^8
12n_723	 2-4*t+3*t^2-t^3+3*t^4-4*t^5+2*t^6
12n_724	 2-8*t+13*t^2-15*t^3+13*t^4-8*t^5+2*t^6
12n_725	 1-t+t^3-2*t^4+3*t^5-2*t^6+t^7-t^9+t^10
12n_726	 4-16*t+23*t^2-16*t^3+4*t^4
12n_727	 2-10*t+21*t^2-25*t^3+21*t^4-10*t^5+2*t^6
12n_728	 1-5*t+13*t^2-22*t^3+25*t^4-22*t^5+13*t^6-5*t^7+t^8
12n_729	 2-9*t+16*t^2-19*t^3+16*t^4-9*t^5+2*t^6
12n_730	 1-4*t+11*t^2-15*t^3+11*t^4-4*t^5+t^6
12n_731	 2-11*t+28*t^2-39*t^3+28*t^4-11*t^5+2*t^6
12n_732	 1-9*t+28*t^2-39*t^3+28*t^4-9*t^5+t^6
12n_733	 2-12*t+31*t^2-41*t^3+31*t^4-12*t^5+2*t^6
12n_734	 2-10*t+19*t^2-23*t^3+19*t^4-10*t^5+2*t^6
12n_735	 4-18*t+27*t^2-18*t^3+4*t^4
12n_736	 2-13*t+36*t^2-49*t^3+36*t^4-13*t^5+2*t^6
12n_737	 2-7*t+9*t^2-9*t^3+9*t^4-7*t^5+2*t^6
12n_738	 2-13*t+30*t^2-39*t^3+30*t^4-13*t^5+2*t^6
12n_739	 1-4*t+5*t^2+t^3-5*t^4+t^5+5*t^6-4*t^7+t^8
12n_740	 2-10*t+24*t^2-33*t^3+24*t^4-10*t^5+2*t^6
12n_741	 3-11*t+21*t^2-25*t^3+21*t^4-11*t^5+3*t^6
12n_742	 2-9*t+21*t^2-27*t^3+21*t^4-9*t^5+2*t^6
12n_743	 6-21*t+31*t^2-21*t^3+6*t^4
12n_744	 2-9*t+15*t^2-17*t^3+15*t^4-9*t^5+2*t^6
12n_745	 1-10*t+30*t^2-43*t^3+30*t^4-10*t^5+t^6
12n_746	 2-11*t+28*t^2-37*t^3+28*t^4-11*t^5+2*t^6
12n_747	 1-5*t+13*t^2-20*t^3+23*t^4-20*t^5+13*t^6-5*t^7+t^8
12n_748	 1-4*t+9*t^2-16*t^3+19*t^4-16*t^5+9*t^6-4*t^7+t^8
12n_749	 1-t+t^2-t^3+t^4-t^5+t^6
12n_750	 2-5*t+7*t^2-5*t^3+2*t^4
12n_751	 1-4*t+9*t^2-13*t^3+15*t^4-13*t^5+9*t^6-4*t^7+t^8
12n_752	 2-9*t+20*t^2-25*t^3+20*t^4-9*t^5+2*t^6
12n_753	 2-11*t+24*t^2-31*t^3+24*t^4-11*t^5+2*t^6
12n_754	 1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
12n_755	 1-10*t+29*t^2-39*t^3+29*t^4-10*t^5+t^6
12n_756	 2-10*t+23*t^2-29*t^3+23*t^4-10*t^5+2*t^6
12n_757	 1-9*t+28*t^2-39*t^3+28*t^4-9*t^5+t^6
12n_758	 5-14*t+21*t^2-23*t^3+21*t^4-14*t^5+5*t^6
12n_759	 7-28*t+41*t^2-28*t^3+7*t^4
12n_760	 2-11*t+29*t^2-41*t^3+29*t^4-11*t^5+2*t^6
12n_761	 1-5*t+10*t^2-10*t^3+9*t^4-10*t^5+10*t^6-5*t^7+t^8
12n_762	 1-5*t+10*t^2-12*t^3+13*t^4-12*t^5+10*t^6-5*t^7+t^8
12n_763	 1-12*t+36*t^2-51*t^3+36*t^4-12*t^5+t^6
12n_764	 3-5*t+3*t^2-t^3+3*t^4-5*t^5+3*t^6
12n_765	 3-15*t+31*t^2-39*t^3+31*t^4-15*t^5+3*t^6
12n_766	 3-13*t+21*t^2-23*t^3+21*t^4-13*t^5+3*t^6
12n_767	 1-4*t+9*t^2-15*t^3+17*t^4-15*t^5+9*t^6-4*t^7+t^8
12n_768	 1-3*t+5*t^2-7*t^3+5*t^4-3*t^5+t^6
12n_769	 2-8*t+20*t^2-27*t^3+20*t^4-8*t^5+2*t^6
12n_770	 3-16*t+35*t^2-45*t^3+35*t^4-16*t^5+3*t^6
12n_771	 2-10*t+24*t^2-31*t^3+24*t^4-10*t^5+2*t^6
12n_772	 3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
12n_773	 3-11*t+19*t^2-23*t^3+19*t^4-11*t^5+3*t^6
12n_774	 4-13*t+17*t^2-13*t^3+4*t^4
12n_775	 1-6*t+17*t^2-27*t^3+29*t^4-27*t^5+17*t^6-6*t^7+t^8
12n_776	 1-6*t+15*t^2-21*t^3+21*t^4-21*t^5+15*t^6-6*t^7+t^8
12n_777	 2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6
12n_778	 3-11*t+18*t^2-21*t^3+18*t^4-11*t^5+3*t^6
12n_779	 2-11*t+26*t^2-33*t^3+26*t^4-11*t^5+2*t^6
12n_780	 1-8*t+19*t^2-25*t^3+19*t^4-8*t^5+t^6
12n_781	 1-4*t+10*t^2-19*t^3+25*t^4-19*t^5+10*t^6-4*t^7+t^8
12n_782	 2-8*t+18*t^2-25*t^3+18*t^4-8*t^5+2*t^6
12n_783	 2-11*t+30*t^2-41*t^3+30*t^4-11*t^5+2*t^6
12n_784	 1-6*t+15*t^2-25*t^3+29*t^4-25*t^5+15*t^6-6*t^7+t^8
12n_785	 6-23*t+33*t^2-23*t^3+6*t^4
12n_786	 2-12*t+33*t^2-45*t^3+33*t^4-12*t^5+2*t^6
12n_787	 1-4*t+9*t^2-14*t^3+15*t^4-14*t^5+9*t^6-4*t^7+t^8
12n_788	 2-10*t+25*t^2-35*t^3+25*t^4-10*t^5+2*t^6
12n_789	 2-9*t+20*t^2-27*t^3+20*t^4-9*t^5+2*t^6
12n_790	 1-5*t+15*t^2-28*t^3+35*t^4-28*t^5+15*t^6-5*t^7+t^8
12n_791	 1-5*t+13*t^2-18*t^3+19*t^4-18*t^5+13*t^6-5*t^7+t^8
12n_792	 1-4*t+10*t^2-16*t^3+17*t^4-16*t^5+10*t^6-4*t^7+t^8
12n_793	 3-9*t+12*t^2-13*t^3+12*t^4-9*t^5+3*t^6
12n_794	 2-9*t+23*t^2-33*t^3+23*t^4-9*t^5+2*t^6
12n_795	 6-20*t+27*t^2-20*t^3+6*t^4
12n_796	 2-11*t+22*t^2-27*t^3+22*t^4-11*t^5+2*t^6
12n_797	 3-15*t+23*t^2-15*t^3+3*t^4
12n_798	 1-7*t+22*t^2-31*t^3+22*t^4-7*t^5+t^6
12n_799	 2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
12n_800	 1-5*t+13*t^2-24*t^3+29*t^4-24*t^5+13*t^6-5*t^7+t^8
12n_801	 1-5*t+7*t^2-5*t^3+t^4
12n_802	 1-5*t+14*t^2-25*t^3+31*t^4-25*t^5+14*t^6-5*t^7+t^8
12n_803	 1-5*t+14*t^2-21*t^3+23*t^4-21*t^5+14*t^6-5*t^7+t^8
12n_804	 1-4*t+11*t^2-20*t^3+23*t^4-20*t^5+11*t^6-4*t^7+t^8
12n_805	 2-8*t+19*t^2-27*t^3+19*t^4-8*t^5+2*t^6
12n_806	 4-10*t+12*t^2-11*t^3+12*t^4-10*t^5+4*t^6
12n_807	 2-8*t+12*t^2-13*t^3+12*t^4-8*t^5+2*t^6
12n_808	 2-8*t+11*t^2-8*t^3+2*t^4
12n_809	 2-4*t+3*t^2-4*t^3+2*t^4
12n_810	 2-8*t+12*t^2-11*t^3+12*t^4-8*t^5+2*t^6
12n_811	 2-7*t+14*t^2-17*t^3+14*t^4-7*t^5+2*t^6
12n_812	 1-2*t+3*t^2-2*t^3+t^4
12n_813	 2-9*t+18*t^2-23*t^3+18*t^4-9*t^5+2*t^6
12n_814	 6-24*t+35*t^2-24*t^3+6*t^4
12n_815	 1-2*t+t^2-2*t^3+t^4
12n_816	 2-11*t+26*t^2-35*t^3+26*t^4-11*t^5+2*t^6
12n_817	 2-6*t+10*t^2-13*t^3+10*t^4-6*t^5+2*t^6
12n_818	 1-9*t+22*t^2-27*t^3+22*t^4-9*t^5+t^6
12n_819	 3-12*t+24*t^2-29*t^3+24*t^4-12*t^5+3*t^6
12n_820	 1-6*t+12*t^2-17*t^3+19*t^4-17*t^5+12*t^6-6*t^7+t^8
12n_821	 1-3*t+5*t^2-6*t^3+5*t^4-6*t^5+5*t^6-3*t^7+t^8
12n_822	 1-3*t+6*t^2-11*t^3+13*t^4-11*t^5+6*t^6-3*t^7+t^8
12n_823	 2-12*t+24*t^2-29*t^3+24*t^4-12*t^5+2*t^6
12n_824	 2-7*t+14*t^2-19*t^3+14*t^4-7*t^5+2*t^6
12n_825	 2-6*t+9*t^2-11*t^3+9*t^4-6*t^5+2*t^6
12n_826	 1-9*t+24*t^2-31*t^3+24*t^4-9*t^5+t^6
12n_827	 1-5*t+14*t^2-25*t^3+29*t^4-25*t^5+14*t^6-5*t^7+t^8
12n_828	 3-12*t+24*t^2-31*t^3+24*t^4-12*t^5+3*t^6
12n_829	 1-5*t+11*t^2-18*t^3+21*t^4-18*t^5+11*t^6-5*t^7+t^8
12n_830	 2-4*t+5*t^2-4*t^3+2*t^4
12n_831	 1-5*t+12*t^2-20*t^3+23*t^4-20*t^5+12*t^6-5*t^7+t^8
12n_832	 3-13*t+23*t^2-27*t^3+23*t^4-13*t^5+3*t^6
12n_833	 3-11*t+22*t^2-27*t^3+22*t^4-11*t^5+3*t^6
12n_834	 2-12*t+26*t^2-33*t^3+26*t^4-12*t^5+2*t^6
12n_835	 1-4*t^2+7*t^3-4*t^4+t^6
12n_836	 2-12*t+27*t^2-35*t^3+27*t^4-12*t^5+2*t^6
12n_837	 1-7*t+21*t^2-35*t^3+41*t^4-35*t^5+21*t^6-7*t^7+t^8
12n_838	 1-6*t+11*t^2-6*t^3+t^4
12n_839	 1-7*t+18*t^2-23*t^3+23*t^4-23*t^5+18*t^6-7*t^7+t^8
12n_840	 1-6*t+16*t^2-24*t^3+25*t^4-24*t^5+16*t^6-6*t^7+t^8
12n_841	 2-9*t+18*t^2-23*t^3+18*t^4-9*t^5+2*t^6
12n_842	 1-7*t+21*t^2-38*t^3+47*t^4-38*t^5+21*t^6-7*t^7+t^8
12n_843	 3-15*t+34*t^2-43*t^3+34*t^4-15*t^5+3*t^6
12n_844	 3-12*t+16*t^2-13*t^3+16*t^4-12*t^5+3*t^6
12n_845	 3-12*t+22*t^2-25*t^3+22*t^4-12*t^5+3*t^6
12n_846	 5-20*t+31*t^2-20*t^3+5*t^4
12n_847	 1-7*t+18*t^2-23*t^3+18*t^4-7*t^5+t^6
12n_848	 1-5*t+12*t^2-16*t^3+17*t^4-16*t^5+12*t^6-5*t^7+t^8
12n_849	 3-17*t+37*t^2-47*t^3+37*t^4-17*t^5+3*t^6
12n_850	 1-2*t^2+4*t^3-5*t^4+4*t^5-2*t^6+t^8
12n_851	 2-t-3*t^2+5*t^3-3*t^4-t^5+2*t^6
12n_852	 1-5*t+14*t^2-26*t^3+33*t^4-26*t^5+14*t^6-5*t^7+t^8
12n_853	 3-13*t+28*t^2-37*t^3+28*t^4-13*t^5+3*t^6
12n_854	 3-14*t+33*t^2-43*t^3+33*t^4-14*t^5+3*t^6
12n_855	 3-10*t+18*t^2-23*t^3+18*t^4-10*t^5+3*t^6
12n_856	 5-14*t+17*t^2-14*t^3+5*t^4
12n_857	 1-6*t+17*t^2-29*t^3+33*t^4-29*t^5+17*t^6-6*t^7+t^8
12n_858	 2-11*t+26*t^2-33*t^3+26*t^4-11*t^5+2*t^6
12n_859	 1-6*t+16*t^2-31*t^3+41*t^4-31*t^5+16*t^6-6*t^7+t^8
12n_860	 3-15*t+33*t^2-41*t^3+33*t^4-15*t^5+3*t^6
12n_861	 2-9*t+22*t^2-29*t^3+22*t^4-9*t^5+2*t^6
12n_862	 3-13*t+29*t^2-37*t^3+29*t^4-13*t^5+3*t^6
12n_863	 3-16*t+33*t^2-41*t^3+33*t^4-16*t^5+3*t^6
12n_864	 1-5*t+15*t^2-28*t^3+33*t^4-28*t^5+15*t^6-5*t^7+t^8
12n_865	 1-4*t+11*t^2-21*t^3+25*t^4-21*t^5+11*t^6-4*t^7+t^8
12n_866	 1-5*t+15*t^2-30*t^3+39*t^4-30*t^5+15*t^6-5*t^7+t^8
12n_867	 2-14*t+31*t^2-39*t^3+31*t^4-14*t^5+2*t^6
12n_868	 2-8*t+13*t^2-8*t^3+2*t^4
12n_869	 2-12*t+32*t^2-43*t^3+32*t^4-12*t^5+2*t^6
12n_870	 1-3*t+5*t^2-7*t^3+5*t^4-3*t^5+t^6
12n_871	 1-9*t+29*t^2-41*t^3+29*t^4-9*t^5+t^6
12n_872	 1-6*t+16*t^2-27*t^3+31*t^4-27*t^5+16*t^6-6*t^7+t^8
12n_873	 1-5*t+10*t^2-16*t^3+21*t^4-16*t^5+10*t^6-5*t^7+t^8
12n_874	 1-5*t+14*t^2-26*t^3+31*t^4-26*t^5+14*t^6-5*t^7+t^8
12n_875	 1-4*t+11*t^2-21*t^3+25*t^4-21*t^5+11*t^6-4*t^7+t^8
12n_876	 2-8*t+18*t^2-25*t^3+18*t^4-8*t^5+2*t^6
12n_877	 1-7*t+20*t^2-32*t^3+35*t^4-32*t^5+20*t^6-7*t^7+t^8
12n_878	 1-11*t+34*t^2-47*t^3+34*t^4-11*t^5+t^6
12n_879	 1-6*t+17*t^2-30*t^3+35*t^4-30*t^5+17*t^6-6*t^7+t^8
12n_880	 3-14*t+30*t^2-39*t^3+30*t^4-14*t^5+3*t^6
12n_881	 9-30*t+43*t^2-30*t^3+9*t^4
12n_882	 1-6*t+13*t^2-19*t^3+21*t^4-19*t^5+13*t^6-6*t^7+t^8
12n_883	 3-12*t+22*t^2-25*t^3+22*t^4-12*t^5+3*t^6
12n_884	 5-20*t+31*t^2-20*t^3+5*t^4
12n_885	 2-13*t+35*t^2-49*t^3+35*t^4-13*t^5+2*t^6
12n_886	 2-13*t+38*t^2-53*t^3+38*t^4-13*t^5+2*t^6
12n_887	 1-6*t+16*t^2-25*t^3+29*t^4-25*t^5+16*t^6-6*t^7+t^8
12n_888	 1-t-t^2+6*t^3-11*t^4+13*t^5-11*t^6+6*t^7-t^8-t^9+t^10
13a_1	 1-9*t+35*t^2-76*t^3+99*t^4-76*t^5+35*t^6-9*t^7+t^8
13a_2	 -1+9*t-33*t^2+66*t^3-81*t^4+66*t^5-33*t^6+9*t^7-t^8
13a_3	 -1+9*t-35*t^2+76*t^3-97*t^4+76*t^5-35*t^6+9*t^7-t^8
13a_4	 2-13*t+37*t^2-61*t^3+71*t^4-61*t^5+37*t^6-13*t^7+2*t^8
13a_5	 3-19*t+50*t^2-67*t^3+50*t^4-19*t^5+3*t^6
13a_6	 -2+12*t-36*t^2+70*t^3-87*t^4+70*t^5-36*t^6+12*t^7-2*t^8
13a_7	 1-10*t+38*t^2-77*t^3+97*t^4-77*t^5+38*t^6-10*t^7+t^8
13a_8	 -3+16*t-37*t^2+56*t^3-63*t^4+56*t^5-37*t^6+16*t^7-3*t^8
13a_9	 -5+27*t-60*t^2+77*t^3-60*t^4+27*t^5-5*t^6
13a_10	 1-9*t+33*t^2-68*t^3+87*t^4-68*t^5+33*t^6-9*t^7+t^8
13a_11	 1-10*t+42*t^2-95*t^3+125*t^4-95*t^5+42*t^6-10*t^7+t^8
13a_12	 5-33*t+89*t^2-121*t^3+89*t^4-33*t^5+5*t^6
13a_13	 -1+9*t-35*t^2+74*t^3-93*t^4+74*t^5-35*t^6+9*t^7-t^8
13a_14	 -3+15*t-32*t^2+46*t^3-51*t^4+46*t^5-32*t^6+15*t^7-3*t^8
13a_15	 -6+32*t-70*t^2+89*t^3-70*t^4+32*t^5-6*t^6
13a_16	 -1+5*t-13*t^2+24*t^3-30*t^4+31*t^5-30*t^6+24*t^7-13*t^8+5*t^9-t^10
13a_17	 -2+11*t-31*t^2+60*t^3-75*t^4+60*t^5-31*t^6+11*t^7-2*t^8
13a_18	 1-9*t+31*t^2-58*t^3+71*t^4-58*t^5+31*t^6-9*t^7+t^8
13a_19	 -2+11*t-29*t^2+51*t^3-61*t^4+51*t^5-29*t^6+11*t^7-2*t^8
13a_20	 -3+15*t-32*t^2+41*t^3-32*t^4+15*t^5-3*t^6
13a_21	 -3+23*t-69*t^2+99*t^3-69*t^4+23*t^5-3*t^6
13a_22	 1-9*t+35*t^2-74*t^3+95*t^4-74*t^5+35*t^6-9*t^7+t^8
13a_23	 -1+10*t-42*t^2+95*t^3-123*t^4+95*t^5-42*t^6+10*t^7-t^8
13a_24	 1-10*t+42*t^2-95*t^3+125*t^4-95*t^5+42*t^6-10*t^7+t^8
13a_25	 -1+9*t-33*t^2+64*t^3-77*t^4+64*t^5-33*t^6+9*t^7-t^8
13a_26	 -2+16*t-50*t^2+73*t^3-50*t^4+16*t^5-2*t^6
13a_27	 -1+10*t-42*t^2+95*t^3-123*t^4+95*t^5-42*t^6+10*t^7-t^8
13a_28	 1-10*t+38*t^2-77*t^3+97*t^4-77*t^5+38*t^6-10*t^7+t^8
13a_29	 -3+16*t-37*t^2+56*t^3-63*t^4+56*t^5-37*t^6+16*t^7-3*t^8
13a_30	 1-9*t+37*t^2-86*t^3+115*t^4-86*t^5+37*t^6-9*t^7+t^8
13a_31	 1-9*t+36*t^2-81*t^3+107*t^4-81*t^5+36*t^6-9*t^7+t^8
13a_32	 2-12*t+31*t^2-47*t^3+53*t^4-47*t^5+31*t^6-12*t^7+2*t^8
13a_33	 1-9*t+34*t^2-71*t^3+91*t^4-71*t^5+34*t^6-9*t^7+t^8
13a_34	 -2+13*t-39*t^2+73*t^3-89*t^4+73*t^5-39*t^6+13*t^7-2*t^8
13a_35	 2-13*t+35*t^2-57*t^3+67*t^4-57*t^5+35*t^6-13*t^7+2*t^8
13a_36	 4-25*t+61*t^2-79*t^3+61*t^4-25*t^5+4*t^6
13a_37	 -2+12*t-35*t^2+65*t^3-79*t^4+65*t^5-35*t^6+12*t^7-2*t^8
13a_38	 1-9*t+34*t^2-73*t^3+95*t^4-73*t^5+34*t^6-9*t^7+t^8
13a_39	 -1+9*t-34*t^2+71*t^3-89*t^4+71*t^5-34*t^6+9*t^7-t^8
13a_40	 2-12*t+31*t^2-46*t^3+51*t^4-46*t^5+31*t^6-12*t^7+2*t^8
13a_41	 4-25*t+65*t^2-87*t^3+65*t^4-25*t^5+4*t^6
13a_42	 -1+9*t-32*t^2+61*t^3-73*t^4+61*t^5-32*t^6+9*t^7-t^8
13a_43	 -2+16*t-54*t^2+102*t^3-123*t^4+102*t^5-54*t^6+16*t^7-2*t^8
13a_44	 4-25*t+64*t^2-85*t^3+64*t^4-25*t^5+4*t^6
13a_45	 -1+9*t-36*t^2+81*t^3-105*t^4+81*t^5-36*t^6+9*t^7-t^8
13a_46	 2-14*t+42*t^2-76*t^3+93*t^4-76*t^5+42*t^6-14*t^7+2*t^8
13a_47	 -3+16*t-38*t^2+61*t^3-71*t^4+61*t^5-38*t^6+16*t^7-3*t^8
13a_48	 -1+5*t-13*t^2+25*t^3-35*t^4+39*t^5-35*t^6+25*t^7-13*t^8+5*t^9-t^10
13a_49	 -2+11*t-30*t^2+55*t^3-67*t^4+55*t^5-30*t^6+11*t^7-2*t^8
13a_50	 -1+9*t-34*t^2+69*t^3-85*t^4+69*t^5-34*t^6+9*t^7-t^8
13a_51	 -2+10*t-23*t^2+36*t^3-41*t^4+36*t^5-23*t^6+10*t^7-2*t^8
13a_52	 -4+21*t-47*t^2+61*t^3-47*t^4+21*t^5-4*t^6
13a_53	 -1+9*t-34*t^2+69*t^3-85*t^4+69*t^5-34*t^6+9*t^7-t^8
13a_54	 1-9*t+36*t^2-79*t^3+103*t^4-79*t^5+36*t^6-9*t^7+t^8
13a_55	 -7+38*t-84*t^2+107*t^3-84*t^4+38*t^5-7*t^6
13a_56	 2-15*t+45*t^2-77*t^3+91*t^4-77*t^5+45*t^6-15*t^7+2*t^8
13a_57	 -2+13*t-42*t^2+84*t^3-105*t^4+84*t^5-42*t^6+13*t^7-2*t^8
